tune_id,name,alias
1316,Maggie's Pancakes,"[""Maggie Moore's Pancakes""]"
1317,Daniel Of The Sun,"['Boddach A Lander', 'Bottle Of Brandy, The', 'Buckasheen Landy/Randy', 'Cos Na Lachan', 'Domhnall Na Greine', 'Donald Of The Sun', 'Donall Na Greine', 'Irish Trot, The', 'Leg Of A Duck, The', 'Leg Of The Duck, The', 'Leis Lacha', 'Sunny Dan', 'Thady You Gander', 'Wee Murdie', 'Wee Murdy']"
1318,Lough Mountain,"['Blink', 'Loch Mountain', 'Lough Mountain', 'Tuatha De Danann']"
1321,Iniscealtra,"['Holy Island, The', 'Inis Caltrach', 'Jolly Weaver, The', 'Journey By Train']"
1323,Tommy Peoples',"[""Doherty's"", 'Donegal', 'Donegal, The', ""Francie Mooney's"", ""James Byrne's"", ""John Doherty's"", ""Johnny Doherty's"", ""Kitty's Fancy"", ""Phroinsias'"", ""Proinsias Ó Maonaigh's"", 'Rachel On The Rock', 'Rachel On The Rocks', ""Tommy's"", 'Varsovienne']"
1324,Nicholas McAuliffe's,"[""Dálaigh's"", 'Major McKee', ""McAuliffe's"", ""Nick McAuliffe's"", ""Nicky McAuliffe's""]"
1325,Dans Plinn Of The Tune Police,"['Dañs Plin', 'Dañs Plinn']"
1327,"Exile's Jig, The","[""Emigrant's, The"", ""Exile's, The"", 'My Mind Will Never Be Easy', 'New Widow Well Married, The', 'Port An Deora', 'Port An Deorai', 'Port Na Deorai', 'Widow Well Married, The']"
1330,"Halting, The","[""My Father's Story"", 'Pikeman, The', ""Pikeman's March, The"", ""Pikeman's, The"", ""Sgéal M'Athar""]"
1332,"Glenties, The","['Donegal', ""Francie Mooney's"", 'Kenmare, The', ""Mooney's"", ""Phroinsias Ó Mhaonaigh's"", ""Phroinsias'"", ""Vincent Campbell's""]"
1333,"Twelve Pins, The","['12 Pins', ""Charlie Lennon's"", 'Twelves Pins', 'Twelves Pins, The']"
1334,"Luck Penny, The","['Luckpenny, The', 'Lucky Penny, The', 'Pingin Áḋúil']"
1336,Autumn Child,"['Beauties Of Autumn, The']"
1337,Milltimber,"['Milltimber, The', 'Milltimbre', 'Miltimbre']"
1338,Denis Doody's,"[""Danny Dooney's"", ""Dennis Doody's"", 'Glen Cottage', 'Glen Cottage, The', 'Glin Cottage, The', 'Green Cottage, The', 'Park East Polkas, The']"
1339,"Reel Of Mullinavat, The","['Cor Mhuilleann An Bhata', 'Mullinavat', 'Mullinavat, The', 'Mullinivat', 'Reel Of Mullanavat, The', 'Reel Of Mullinvat']"
1340,"Boys Of Ballisodare, The","['Boys Of Balisadare, The', 'Boys Of Ballisadare, The', 'Boys Of Ballyosadare, The', 'Boys Of Ballysadare, The', 'Boys Of Ballysidare, The', 'Boys Of Ballysodare, The', ""Liam Farrell's"", ""Liam Farrell's (Boys Of Ballisodare)"", 'Stócaiġ Ḃaile Easa Dara']"
1343,"Peeler's Jacket, The","['Flannel Jacket, The', ""Hibernia's Pride"", ""New Policeman's"", ""Peller's Jacket, The""]"
1346,Reel De Montreal,"['G D', 'Reel De Montréal', 'Reel De Sherbrooke', 'Reel Des Jeunes Maries', 'Reel Montreal', 'Sherbrooke', 'Sherbrooke, The']"
1347,Jenny's Wedding,"['Gerry On The Bridge', ""Jennie's Wedding"", 'New Christmas Eve']"
1348,"Boys Of Ballinahinch, The","['Blackberry Blossom, The', 'Boys Of Baile Na HÍnse, The', 'Boys Of Ballynahinch, The', 'Humours Of Ballinahinch, The', ""Malynn's Fancy"", ""Mullen's Fancy"", ""Mullin's Fancy"", 'Mullins Fancy', 'Rising Sun, The', ""Seannie Davey's"", 'Strawberry Blossom, The']"
1349,Callaghan's,"['Cornphíopa Uí Cheallacháin', ""O' Callaghan's"", ""O'Callaghan's""]"
1351,"Gold Ring, The","['An Fáinne Óir', 'Fáinne Óir Ort', 'Gold Ring No 2, The']"
1356,Soldier's Joy,"['Chicken In The Bread Tray', 'Clap Dance, The', 'Da Soldiers Joy', 'French Four', 'Gower', 'Gower, The', ""King's Head, The"", 'Lumbers', 'Morris Reel, The', 'Pibddawns Gwyr', 'Reel Des Pompiers', 'Reel Du Vagabon', 'Reel Du Vagabond', 'Seksmannsril', 'Sex Man Engelska', ""Soldier's Joy"", ""Soldier's Joy, The"", 'Soldiers Joy', ""Soldiers' Joy""]"
1357,Jenny Picking Cockles,"['Johnny Going To France', 'Take Her Out And Air Her']"
1358,"Bird's Nest, The","['Birds Nest, The', ""Thrush's Nest, The""]"
1359,"Old Hag, You Have Killed Me","[""'Chailligh Do Mhairis Mé"", 'A Chailleach Do Mharais Me', 'A Chailleach, Do Mharais Mé', 'Away With Ye', 'Na Caoire Ar Na Sleibhtibh', 'O Hag You Have Killed Me', ""Oh Hag You've Killed Me"", 'Old Hag You Have Killed Me', 'Old Hag You Have Killed Me!', ""Old Hag You've Killed Me"", ""Old Hag, You've Killed Me"", 'Sheep On The Mountain, The', 'Sheep On The Mountains, The']"
1360,McGoldrick's,"[""Dorrian's"", ""Michelle O'Sullivan's""]"
1361,Daly's,"[""Daily's"", ""Daley's""]"
1362,"Sunshine, The","['Corn Phíopa Na Gréine', ""Shunster's"", 'St. Elmo']"
1364,Dionne,"['Dionne, The', 'Les 5 Jumelles', 'Les Cinq Jumelles', 'Reel Des 5 Jumelles', 'Reel Des Cinq Joumelles', 'Reel Des Cinq Jumelles']"
1365,"Blackberry Blossom, The","['Bargy', 'Black Berry Blossom, The', 'Blackberry Blossoms', 'Blackberry Blossoms, The', 'Blackbury Blossom', 'Strawberry Beds']"
1366,"Crib Of Perches, The","['Creel Of Perches', 'Creel Of Perches, The', 'Crib Of Perch']"
1367,Ger The Rigger,"['Jer An Rigeara', 'Jer The Rigger', 'Jet The Rigger', ""Thadelo's"", 'Yer The Rigger']"
1369,"Gallowglass, The","['An Gallóglach', 'Caherconnell', ""Nathaniel Gow's Lament For His Brother"", ""Nathaniel Gow's Lament For The Death Of His Brother"", ""Nathaniel Gow's Lament On The Occasion Of The Death Of His Brother"", ""Niel Gow's Lament For His Brother"", ""Niel Gow's Lament For The Death Of His Brother Donald""]"
1370,Bean An Tí Ar Lár,"[""Bean A' Ti Ar Lar"", ""Bean A' Ti Ar'n Urlár"", ""Bean A' Tigh Faoi Chláir"", 'Bean An Ti Ar Lar', 'Bean Ar Ti Ar Lar', 'Mistress On The Floor', 'Mistress On The Floor, The', 'Old Oak Tree, The', 'Woman Of The House In The Closed Coffin, The', 'Woman Of The House On The Floor']"
1372,Garryowen,"['Fieldtown', 'Fieldtown, The', 'Garry Owen', 'Garry Owen, The', ""Garry Owen's"", 'Garryowen', 'Garryowen March, The', 'Gary Owen', 'Garyone', 'Garyowen', 'Walk Of The Twopenny Postman', 'Walk Of The Twopenny Postman, The']"
1374,Cucanandy,"['As Pat Came Over The Hill', 'Cacanandy', 'Colbagh Breck', 'Colvach Vleac', 'Cucanandy-O', 'Cuckanandy', 'Dance To Your Daddy', ""My Mind Will Ne'er Be Easy"", 'My Mind Will Never Be Easy', 'Pat Came Over The Hill', 'Pat Came Over The Hill Barefoot', 'Pat Came Over The Hill, Barefoot', 'Time Of Day, The', 'Whistling Thief, The']"
1375,Jennie's Frolics,"['Bagpipes, The', ""Cat's Got The Measles"", ""Cat's Got The Measles, The"", ""Devil's Fling, The"", ""Jenny's Frolics"", 'Johnny When You Die', 'Keel Row', 'Keel Row Highland Fling, The', 'Keel Row Highland, The', 'Keel Row, The', 'Smiling Polly', 'Weel May The Keel Row', 'Well May The World Go', 'Yorkshire Lad', 'Yorkshire Lad, The']"
1376,If We Hadn't Any Women In The World,"['Bereffoy, The', ""Francie Mooney's German"", ""Hammy Hamilton's Highland"", ""If There Wasn't Any Women In The World"", 'If There Were No Women In The World', ""If There Weren't Any Women"", ""If There Weren't Any Women In The Whole Wide World"", ""If There Weren't Any Women In The World"", ""If There Weren't Any Women In The World At All"", ""Michael Grogan's"", 'Where Would The World Be Without Women']"
1377,My Pretty Fair Maid,"['An Cailin Deasdonn', 'Óró Bog Liom Í', 'Pretty Brown Girl, The']"
1382,Blind Mary,"['Maire Chaoch', 'Maire Dhal']"
1384,"Wedding O' Blyth, The","[""Blue's Gaen Oot O' Fashion"", ""Blue's Gaen Oot O' The Fashion"", ""Blue's Gane Out O' The Fashion"", 'Wedding At Blyth, The', 'Wedding Of Blyth, The']"
1385,"Duke Of Leinster, The","['Dandy', 'Margaret Collins', ""Paddy's Surprise""]"
1386,"Red Box, The","[""Felix Kearney's"", 'Twins, The']"
1387,Monymusk,"['Fermanagh Highland', 'Fermanagh Highland Fling', 'Mollymusk', 'Money Musk', 'Moneymusk', 'Moneymusk, The', 'Monie Musk', 'Monie Musk, The', 'Moniemusk', 'Moniemusk, The', 'Mony Musk', 'Monymusk Highland Fling, The', 'Monymusk, The', ""Sir Archibald Grant Of Monemusk's"", ""Sir Archibald Grant Of Moneymusk's"", 'Sir Archibald Grant Of Mony Musk', ""Sir Archibald Grant Of Monymusk's"", ""Sir Archibald Grant's""]"
1388,"Leg Of The Duck, The","[""Conroy's"", ""Jack Coen's"", ""Jack Cohen's"", ""Jackie Daly's"", ""Jim Conroy's"", 'Leg Of A Duck', 'Leg Of A Duck, The', 'Leis Lacha', 'Paddy', 'Péarla An Iarthair', 'Pride Of The West']"
1390,"Cliffs Of Moher, The","['Cliffs Of Mohr', 'Humours Of Rahey', ""Martin Rochford's Cliffs Of Moher""]"
1391,Return To Burton Road,"[""Bridget's Farewell To Canada"", ""Derrick Hickey's"", ""Finbar Dwyer's"", ""Paddy Reynold's Dream"", ""Paddy Reynold's Favourite"", ""Richard Dwyer's"", 'Twins, The']"
1392,"Rollicking Boys Of Tandragee, The","['Boys Of Tandaragee, The', 'Boys Of Tandemagee, The', 'Boys Of Tanderagee, The', 'Boys Of Tandernagee, The', 'Boys Of Tandragee, The', 'Kips Bay', ""Linnane's"", ""Pat Burke's"", 'Rambling Boys Of Tandragee, The', 'Rollicking Boys Around Tandaragee, The', 'Rollicking Boys Around Tanderagee, The', 'Rollicking Boys Around Tandragee, The', 'Rollicking Boys Of Tandaragee, The', 'Rollicking Boys Round Tanderagee, The']"
1393,"Night We Had The Goats, The","['An Oidhche Bha Na Gabhair Againn', 'Glenloggie', ""Goat's, The"", 'Goats, The', 'Isla', ""Night The Goat's Came Home, The"", 'Night The Goats Came Home, The', 'Night We Had The Goat, The', 'Nights The Goats Came Home, The', 'Ther Night We Had The Goats']"
1394,"Four Province Fling, The","['Drummer, The', 'Four Province Highland, The', 'Four Province, The', 'Four Provinces Fling, The', 'Four Provinces Highland Fling, The', 'Four Provinces Highland, The', 'Four Provinces, The', ""Piper O' Dundee, The""]"
1395,"Frog In The Well, The","['Boat With A Hole', ""Charlie Harris'"", ""Frog's Frolics, The"", 'Goat In The Green, The', 'Goat On The Green, The', 'Grey Goose (in The Goodman MS), The', 'Humours Of Dingle, The', 'Old Apples In Winter', ""Paddy Cronin's""]"
1397,Miss McGuinness,"[""Dan Backus' Favorite"", ""Jim Coleman's"", 'Miss McGuiness', 'Take Your Choice', ""Terence's Ramble""]"
1398,"Star Above The Garter, The","['An Réalt Os Cionn An Ghairtéir', 'Kerry, The', 'Lisheen No.1', 'Lisheen Slides, The']"
1402,Paddy Fahey's,"['Another Paddy Fahy', ""Fahey's"", ""Fahey's Drink At The Well"", ""Fahey's Finest"", ""Fahy's"", ""Paddy Fahey's 20"", ""Paddy Fahey's No. 20"", ""Paddy Fahey's Reel No. 20"", ""Paddy Fahy's"", ""Paddy Fahy's 20"", ""Paddy Fahy's No. 20""]"
1403,Bill McEvoy's,"[""Bill McEvoy's #1"", ""Bill McEvoy's No 1"", ""Bill McEvoy's Reel No. 2"", ""McEvoy's""]"
1404,Willie Jamieson's Delight,"[""Jamieson's Delight""]"
1406,Jimmy O'Reilly's,"[""Joe Bane's"", ""John Naughton's"", ""John Naughton's Favourite"", ""McNaughton's""]"
1408,"Trumpet, The","['Captain Pugwash', ""Strumpet's Hosepipe, The"", 'Theme Tune For Captain Pugwash, The', 'Thunder, The', 'Trumpeter, The']"
1409,"Milliner's Daughter, The","[""Miller's Daughter"", ""Milliner's Daughter, The"", ""Millner's Daughter, The""]"
1411,Jennie Rocking The Cradle,"['Jack Lattin', 'Jack Layton', 'Jackey Layton', 'Jacky Latin', 'Jennie Rock The Cradle', 'Jenny Lattin', 'Jenny Rocking The Cradle', ""Jock O'Leighton"", 'On The Road']"
1414,"Brosna, The","['Brosna Slides No. 1, The', 'Lonesome Road To Dingle, The', ""Padraig O'Keefe's"", ""Trip To The Jack's"", 'Trip To The Jacks', 'Trip To The Jacks, The']"
1415,Farewell To Glasgow,"['Fàgail Ghlaschu', 'Leaving Glasgow']"
1420,Laington's,"['Dillon Brown', ""Dillon Brown's Fancy"", 'Diolún De Brún', ""Laington's Favourite"", ""Langton's"", ""Langton's Favourite""]"
1421,Carolan's Draught,"[""O'Carolan's Draught""]"
1422,Glassdrummond,"['Glassdrummond, The']"
1423,"Broken Pledge, The",['An Geall Briste']
1426,Dálaigh's,"[""Áine's"", ""Anne's"", 'Breeches Buttoned On, The', 'Britches Buttoned On, The', ""Captain Moonlight's Army"", 'Ceili House #2', 'Corcomroe Abbey', ""Dalaigh's"", ""Dálaigh's #4"", ""Downey's"", 'Port Downey, The', ""Ray's Favourite"", ""Seamus Cussen's"", ""Séamus Cussen's #1"", 'Skibbereen #2', ""Tom's My Other Son"", 'West Kerry, The']"
1427,Farewell Marian,"['Farewell To The Shore', ""Ffarwel I'r Marian"", 'Ffarwel Marian']"
1428,"Humours Of Ballyconnell, The","['An Captaen Roc', 'Captain Of The Rocks', 'Captain Rock', ""Captain Rock's"", ""Captain Rocke's"", 'Captain Rockes', ""Duke Of Atholl's Rant, The"", ""Duke Of Atholl's, The"", 'Humors Of Ballyconnell, The', 'Humours Of Ballyconnel, The', ""Tom Spillane's""]"
1429,Barney Brannigan,"[""'Twas On A Windy Night"", 'A New Gig', 'Barney Brailagan', 'Barney Brallaghan', ""Barney Brallaghan's"", 'Barney Bralligan', ""Barney Bralligan's"", ""Barney Brannigan's"", 'Bernard Ua Brolcain', ""Blewitt's"", ""Blewitt's Jig"", 'Charming Judy Brallahan', 'It Was On A Windy Night', ""John Kelly's Hop"", ""Master Tailor's Irish Lilt"", ""Master Tailor's Lilt"", ""Master Tailor's Lilt, The"", ""McDermott's"", ""Miss Blewit's"", ""Miss Blewit's Jig"", ""Miss Blewitt's"", ""Miss Blewitt's Jig"", 'Mrs. Barney Brallaghan', 'Twas On A Windy Night']"
1430,"Cow That Ate The Blanket, The","['Cat That Ate The Candle, The', ""Joe Bane's"", ""John Healy's"", 'Kinnegad, The', 'Kitty Come Over', 'Noonday Feast, The', ""Sarsfield's""]"
1432,"Noisy Curlew, The","[""Conlon's Dream"", 'Crotach Glórach', ""Jack Maguire's"", ""Jack McGuire's"", ""Mick McNamara's"", ""Sherlock's Fancy"", 'Uncle Ginger']"
1433,Tommy Mulhaire's,"[""Carolan's Fancy"", 'Castle Connors', ""Castletown Connor's"", 'Castletown Connors, The', 'Forget Me Not, The', ""Galway Miner's, The"", ""Ned Coleman's"", ""O'Connell's Welcome To Parliament"", ""Rafferty's"", 'Rambling Down The Road', ""Tom Mulhair's"", ""Tommy Mulhair's"", 'Tommy Mulhairs', ""Tommy Mulhare's""]"
1435,"North Brig O' Edinburgh, The","['North Bridge Of Edinburgh', 'North Bridge Of Edinburgh, The']"
1436,"Boys Of Portaferry, The","['Pullet, The', 'Sporting Boys']"
1437,"Ballintore Fancy, The","['A Kiss In The Furze', ""John Fleming's"", 'Kerry Jig']"
1438,Caddam Woods,"['Cadam Woods', 'Caddam Wood', 'Caddum Woods', 'Cadum Woods']"
1439,"Old Black Guard, The","['Black Guard Schottische, The', 'Old Blackguard, The', 'Old Blaggard, The']"
1440,"Sporting Days Of Easter, The","[""Arty McGlynn's"", ""Frank Neylon's"", 'Happy Days Of Easter, The', ""Michael Russell's"", ""Micho Russell's"", ""Micko Russell's"", ""Ned McCormack's"", 'Northwest Clare Reel No. 2', 'Paddy In The Smoke']"
1441,"Dawning Of The Day, The","['Bright Dawn Of Day, The', 'Dawning Of The Day March, The', 'Fainne Geal An Lae', 'Raglan Road']"
1442,Edward Corcoran,['Planxty Corcoran']
1443,O'Connell's Trip To Parliament,"[""O'Connells Trip To Parliament"", 'Trip To Parliament']"
1446,"Eel In The Sink, The","['Blackthorn, The', 'Cnocáin Na Céise', 'Eels In The Sink', 'Irish Blackthorn, The']"
1447,Whelan's,"['Grainne Mhaoil', 'Leitrim, The', 'Port Uí Fhaoláin', ""Tommy Whelan's"", 'Uí Fhaoláin', ""Whelan's Fancy"", ""Whelan's Frolics""]"
1449,Rattigan's,"['Big Leap, The', 'High Leap, The', 'High Road, The', ""Joe Bane's"", ""Larry Redican's"", 'Rags And Tatters', ""Rattigan's"", ""Redican's"", ""Redigan's"", ""Rhattigan's""]"
1452,Lieutenant Maguire's,"[""Lieutenant MacGuire's"", ""Lieutenant MacGuire's March"", 'Lieutenant Maguire', 'Lieutenant McGuire', 'Lt Maguire', ""McGuire's"", ""Mrs. MacGuire's"", ""Mrs. McGuire's""]"
1453,"Sunny Banks, The","['Flowers Of Ballymote', 'Flowers Of Ballymote Highland, The', 'Flowers Of Ballymote, The', 'Hills Of Lurriga, The', 'Ná Bruachanna Gréine', 'Old Sunny Banks, The', 'Sunny Banks Highland Fling, The', 'Top It Off', 'Tulla Favourite']"
1454,Wallop The Potlid,"['Ballaí Lios Chearbhaill', 'Boys Of New York, The', ""Colin McGinley's"", 'Merry Old Widow, The', 'Merry Old Woman, The', 'Mouse In The Cupboard, The', 'Wollop The Potlid']"
1455,Little Johnnie's Hame,"[""Little John's Hame"", ""Littlejohn's Hame"", ""William Marshall's""]"
1456,Kas Ha Barh,['Kas A Barh']
1457,Flying Under The Bridge,"[""Kamakazee Pilot (that Is It's Proper Name), The""]"
1459,Sweeney's Dream,"[""Brightest Eyes'"", 'Emlagation, The', 'Girl With The Laughing Eyes', 'Girl With The Laughing Eyes, The', 'Lame Fisherman, The', ""Paddy Killoran's""]"
1462,"Hare's Paw, The","['Cois An Ghiorria', 'Corry Boys, The', ""Denis Murphy's"", ""Hare's Foot"", ""Hare's Foot, The"", ""Hare's Paw, The"", 'Hares Paw', 'Hares Paw, The', ""Jim Kennedy's"", ""Jim Kennedy's Favourite"", ""Kennedy's"", ""Kennedy's Favourite"", 'Low Park', 'Lowlands Of Scotland, The', 'Ríl An Chinnéidigh', 'Silvermines, The', ""Whelan's""]"
1464,From Galway To Dublin,"['First Light Of Day, The', 'First Sign Of Day, The', 'First Sign Of Light, The', 'From Galway To Dublin Town', 'Napoleon Crossing The Rhine']"
1466,John McFadden's Favourite,"[""John McFadden's"", ""McFadden's Favourite""]"
1468,Planxty Hewlett,"['A Fine Toast To Hewlett', 'Hewlett', 'Hewlitt', 'Planxty Hewitt', 'Planxty Hewlet', 'Planxty Hewlitt', 'Sláinte Bhreá Hewlett', 'Slainte Bhreagh Hiulit']"
1469,"Piper In The Meadow Straying, The","['An Piobaire Ar Strae Sa Mhoinear', 'Piper In The Meadow', 'Piper Through The Meadow Straying, The', 'Piper Through The Meadows Straying, The']"
1470,Jockey Lay Up In The Hay Loft,"['Jenny Lay Up In The Loft', ""Jenny Lay Up O' Th' Loft"", 'Jockey Lay Up In The Hayloft', 'Jockey Lay Up In The Loft']"
1471,Statia Donnelly,"['An Paistin Fionn', 'Paistin Fionn', 'Pausteen Fawn, The', ""Stasia Donnelly's"", ""Statia Donnelly's""]"
1473,Mulhaire's,"[""Ciaran O'Reilly"", ""Ciaran O'Reilly's"", ""Ciaran O'Reilly's"", ""Lavery's No. 2"", ""Martin Mulhaire's"", ""Martin Mulhaire's #9"", ""Martin Mulhaire's No. 9"", ""Mulhaire's #1"", ""Mulhaire's #9"", ""Mulhaire's No 9"", ""Mulhaire's No. 1"", ""Mulhaire's No. 9"", ""Mulhaire's Petticoat"", 'Mulhaires', ""Mulhare's"", ""Mulhare's #9"", ""Mulhare's No. 9"", ""Noreen's"", 'Old Thatched House, The', 'Rising Sun, The']"
1474,"Concert, The","[""Callaghan's"", ""Denis Murphy's"", ""O'Callaghan's"", ""Paddy Donohughe's""]"
1475,Edge Lane,['James Coyle']
1476,A Tune For The Clan,"[""Cornflakes Conversions (that Is It's Proper Name), The"", 'Cornflakes Conversions, The']"
1477,Jenny Pippin,"['Jennie Pippin', 'Jenny Nettles Fancy', 'Jenny Pippen', 'Sineidin Pippin']"
1479,"Chandelier, The","[""Liz Carroll's"", 'Liz Carrolls']"
1480,"Old Time Wedding, The","[""John O' Badenyond"", 'John Of Badenyon', 'Old Time Wedding Reel #1', 'Wedding Reel #1']"
1484,"Tail Toddle, The","['Ffidl Ffadl', 'Ffidl-ffadl', 'Fidl Fadl', 'Lasses Gar Your Tails Toddle', 'Lasses Gar Your Tails Todle', 'Lasses Make Your Tails Toddle', 'Lasses Make Your Tails Todle', ""Little Wot Ye Wha's Coming"", 'Tail Todle', 'Tail Toodle', 'Tail Tottle']"
1490,"Westcoaster, The","['West Coaster, The', 'WestCoaster, The']"
1491,Johnny McIljohn's,"[""John McEljohn's"", 'Johnnie Macclejohn', ""Johnny McIljohn's #1"", ""Johnny McIljohn's Fling"", ""Johnny McIljohn's Highland Fling"", ""Johnny McIljohn's No. 1"", ""Johnny McIllJohn's"", 'Plagiarist, The']"
1492,James Kelly's,"['James Kelly', ""Larry McDonagh's""]"
1493,Carolan's Receipt,"[""Carolan's Receipt For Drinking"", ""Dr. John Stafford, Or Carolan's Receipt"", ""O'Carolan's Receipt"", ""O'Carolan's Receipt For Drinking"", 'Planxty John Stafford']"
1494,Belle Gigue,"['Belle Gigue à Baptiste', 'La Belle Gigue', 'La Belle Gigue à Baptiste']"
1496,Down The Back Lane,"['Boring The Leather', 'Cavan Brigade, The', 'SÍos An Lána Cúil', 'Tolladh An Leathair']"
1497,"Donegal Lass, The","['Donegal Lasses', 'Donegal Lasses, The', 'Donegal Lassies, The']"
1498,"Aughacashel, The","[""Kevin Crawford's"", ""Sean Ryan's""]"
1499,"Old Bush, The","['Bush, The', 'Captain Rock', 'Long Hills Of Mourne, The', 'Ould Bush, The']"
1500,"Liverpool, The","[""Arnie Berger's"", 'Cornphiopa Learphoill', 'Hen Bibddawns Lerpwl', 'Pibddawns Lerpwl']"
1501,"Morpeth Lasses, The","['I Wish You Would Marry Me Now', ""Lady Warkworth's"", 'Marry Me Now']"
1504,"Mountain Pathway, The","['Mountain Path, The']"
1508,"Murroe, The","['Ballyfin Polka #1, The', 'Ballyfin Polka No. 1, The', 'Ballyfin Polkas', 'Ballyfin Polkas #1, The', 'Ballyfin Polkas No. 1, The', 'East Limerick', 'Leitrim, The', ""Mrs O'Dwyer's"", ""Peg Ryan's"", ""Peggy Ryan's Fancy"", ""Phil's"", 'Slugs And Snails']"
1509,"Strawberry Blossom, The","['Boys Of Baile Nahinse', 'Boys Of Ballinahinch', ""Mullen's Fancy"", ""Pat Ward's Hornpipe"", 'Unknown Hornpipe']"
1510,Jackson's Morning Breeze,"[""Mick Quinn's"", ""Micky Quinn's"", ""O'Brien From Newtown"", ""Road To Andy's, The"", ""Seamus Connolly's""]"
1511,"Meelick Team, The","[""Ed Kelly's"", ""Eddie Kelly's"", ""Eddie Kelly's #1"", ""Eddie Kelly's No. 1"", ""Martin Talty's"", ""McGreavy's"", 'Meelick']"
